"site_ID","main_isld","region","DOC_region","area","DOC_code","DOC_name","DOC_size","DOC_pc","S1_area_pc","S2_area_pc","S3_area_pc","S1_limits","S2_limits","S3_limits","S1_uncrt","S2_uncrt","S3_uncrt","MESS_class","dissim_var","hum_im_pc","rd_sl_mi","rd_unsl_mi","fences","graze_pc","in_watr_mi","in_watr_me","in_watr_mx","pine_pc","curr_NZSL","histr_NZSL","X","Y","id"
"ESI-19","South Island","Otago Region","Eastern South Island",0.36,"J43034; J43009","Shag River Coal Reserve; Onewhenua Historic Reserve",0.15,41.15,44.23,80.77,54.9,"sand distance","grass distance","inland water distance",1.34,0.27,0.52,"low","land cover",0,1.31,0.71,"present",12.18,0,0.2,0.93,NA,NA,NA,1429151.18006943,4961084.79021083,246
"ESI-20","South Island","Otago Region","Eastern South Island",0.75,"J43027","Pleasant River Marginal Strip",0.01,0.94,2.84,71.15,83.78,"sand distance","sand distance","inland water distance",1.86,0.25,0.31,"low","land cover",0,1.55,0.89,"present",42.97,0,0.27,0.74,NA,NA,NA,1421974.33110306,4952409.65719198,247
"ESI-21","South Island","Otago Region","Eastern South Island",1.76,"I43038","Conservation Area - Waikouaiti River Mouth",0.06,3.43,34.88,64.09,97.48,"sand distance","grass distance","coast distance",1.27,0.36,0.26,"low","slope",33.82,0,0,"absent",10.69,0.03,0.49,0.93,NA,"Warrington",NA,1417717.82859611,4945184.90675112,248
"ESI-22","South Island","Otago Region","Eastern South Island",0.71,NA,NA,NA,NA,31.86,71.33,89.29,"sand distance","sand distance","coast distance",1.28,0.28,0.38,"low","land cover",0,0,0,"absent",35.16,0,0.32,0.67,NA,"Warrington",NA,1416786.03982229,4944503.31858568,249
"ESI-23","South Island","Otago Region","Eastern South Island",0.45,NA,NA,NA,NA,90.53,12.26,64.76,"grass distance","grass distance","grass distance",0.75,0.57,0.74,"none","slope",0,0.03,0.15,"absent",0.07,0,0.22,0.7,NA,"Warrington; Purehurehu Point",NA,1413247.72427362,4933935.32322083,250
"ESI-24","South Island","Otago Region","Eastern South Island",0.79,NA,NA,NA,NA,90.79,9.68,67.98,"grass distance","inland water distance","inland water distance",0.63,0.58,0.82,"low","inland water distance",100,0.03,0,"present",0.55,3.92,5.52,6.56,NA,"Hoopers Inlet; Allans Beach; Victory Beach; Warrington; Purehurehu Point",NA,1420868.20416931,4927217.92879767,251
"ESI-25","South Island","Otago Region","Eastern South Island",2.11,NA,NA,NA,NA,28.67,21.78,94.67,"sand distance","sand distance","grass distance",1.4,0.43,0.36,"low","slope",0,2.23,0.86,"present",1.78,0,1.16,3.12,NA,"Sandfly Bay; Hoopers Inlet; Boulder Beach; Sandfly Bay; Allans Beach; Victory Beach; Purehurehu Point",NA,1423479.09602396,4921989.58272567,252
"ESI-26","South Island","Otago Region","Eastern South Island",0.37,"I44298; I44296; I44297; I44295","Conservation Area - Tomahawk Lagoon; Conservation Area - Tomahawk Lagoon; Tomahawk Lagoon Marginal Strip; Tomahawk Lagoon Wildlife Management Reserve",0.02,5.83,72.13,34.63,57.6,"grass distance","grass distance","grass distance",0.96,0.4,0.59,"low","sand distance",0,0,0,"absent",16.12,0,0.47,1.09,NA,"Sandfly Bay; Hoopers Inlet; Smaills Beach; Boulder Beach; Sandfly Bay; Allans Beach",NA,1409828.96959373,4913431.9679075,253
"ESI-27","South Island","Otago Region","Eastern South Island",0.61,NA,NA,NA,NA,62.44,11.98,72.98,"grass distance","grass distance","grass distance",1.17,0.53,0.61,"low","slope",100,0.09,0,"absent",NA,0.03,0.79,2.1,NA,NA,NA,1398728.36489137,4910547.07011554,254
"ESI-28","South Island","Otago Region","Eastern South Island",0.41,"I44110","Westwood Recreation Reserve (Pt)",0.16,38.94,100,0,52.5,"grass distance","grass distance","grass distance",0.67,0.58,0.75,"none","slope",61.31,0.06,0.12,"absent",9.52,0.03,1.03,2.23,NA,NA,NA,1395942.77313988,4909594.13884995,255
"ESI-29","South Island","Otago Region","Eastern South Island",0.63,"I45004","Brighton/Taieri Mouth Marginal Strip",0.03,5.13,100,0,26.98,"grass distance","grass distance","grass distance",0.65,0.6,1.02,"low","inland water distance",61.11,0,0,"absent",17.81,0.03,2.26,4.52,NA,NA,NA,1391133.45733987,4906664.40972592,256
"ESI-30","South Island","Otago Region","Eastern South Island",0.39,NA,NA,NA,NA,100,0,64.76,"grass distance","grass distance","grass distance",0.65,0.53,0.69,"low","grass distance",3.49,0,0.03,"present",38.13,0.09,0.83,1.84,NA,NA,NA,1386961.23015719,4901577.53968674,257
"ESI-31","South Island","Otago Region","Eastern South Island",0.48,"I45025","Sawmill Wildlife Management Area",0,0.84,48.26,68.26,52.52,"sand distance","grass distance","grass distance",1.35,0.32,0.52,"low","sand distance",0,0,0,"present",9.99,0,0.15,0.65,NA,"Akatore Creek",NA,1383298.69354671,4895338.14516598,258
"ESI-32","South Island","Otago Region","Eastern South Island",0.57,"I45030; H45099; I45031","Akatore Creek Marginal Strip; Akatore Stream Marginal strip; Conservation Area - Akatore Wildlife Management Area",0.12,20.95,2.94,37.58,90.31,"sand distance","sand distance","sand distance",1.42,0.38,0.22,"low","sand distance",0,2.2,0,"present",12.4,0,0.37,0.73,NA,"Akatore Creek",NA,1381646.43246013,4890481.01852345,259
"ESI-33","South Island","Otago Region","Eastern South Island",3.79,"H45082","Chrystalls Beach Scenic Reserve",0.13,3.49,49.09,39.77,81.67,"sand distance","grass distance","grass distance",1.31,0.38,0.51,"low","land cover",0,1.12,0,"present",41.4,0,1.1,5,NA,"Akatore Creek",NA,1370261.36213497,4875541.4412997,260
"NSI-1","South Island","Tasman Region","Northern South Island",0.49,NA,NA,NA,NA,35.99,84.54,78.2,"sand distance","grass distance","coast distance",1.53,0.26,0.36,"low","sand distance",100,0,0,"absent",12.05,0,0.44,1.19,NA,NA,NA,1577152.01204056,5513530.94106464,261
"NSI-2","South Island","Tasman Region","Northern South Island",0.46,NA,NA,NA,NA,38.43,30.18,91.88,"sand distance","grass distance","grass distance",1.21,0.38,0.4,"low","sand distance",0,12.17,0.55,"absent",51.05,0.29,0.63,1.04,NA,NA,NA,1565805.05751015,5511459.38768606,262
"NSI-3","South Island","Tasman Region","Northern South Island",30.14,"00021; 00022","Farewell Spit Nature Reserve; Puponga Farm Park",0.42,1.4,57.35,75.67,89.69,"sand distance","grass distance","grass distance",1,0.32,0.38,"low","forest distance",1.09,0.31,0.03,"present",NA,0,0.45,4.29,NA,NA,NA,1590740.51360035,5514268.75050521,263
"NSI-4","South Island","Tasman Region","Northern South Island",0.4,NA,NA,NA,NA,100,0,2.04,"grass distance","grass distance","grass distance",0.66,0.54,1.09,"none","inland water distance",0,71.71,1.54,"absent",51.89,1.99,2.53,3.4,NA,NA,"Paturau River",1555535.93014129,5503585.61616955,264
"NSI-5","South Island","Tasman Region","Northern South Island",0.45,NA,NA,NA,NA,100,0,50.63,"grass distance","grass distance","grass distance",0.66,0.51,0.74,"none","sand distance",0,67.93,0.03,"absent",28.38,0.03,0.67,1.56,NA,NA,"Paturau River",1552096.22739916,5501166.25521558,265
"NSI-6","South Island","Tasman Region","Northern South Island",5.19,"00121","Local Purpose Reserve - Public Utility - Pakawau Point",0.01,0.18,39.65,64.17,91.8,"sand distance","grass distance","coast distance",1.34,0.33,0.32,"low","slope",63.47,0,0,"present",32.21,0,0.79,3.11,NA,NA,NA,1572779.38755255,5502687.54378795,266
"NSI-7","South Island","Tasman Region","Northern South Island",0.81,NA,NA,NA,NA,39.89,80.25,91.2,"sand distance","grass distance","coast distance",1.18,0.27,0.33,"low","slope",69.91,0.57,0.39,"present",39.36,0,0.28,0.66,NA,NA,NA,1571635.62885802,5498327.83564815,267
"NSI-8","South Island","Tasman Region","Northern South Island",0.79,"00001","North West Nelson Forest Park",0.11,13.46,46.96,46.48,86.32,"sand distance","grass distance","slope",1.39,0.38,0.43,"low","sand distance",0,59.38,0,"present",22.13,0,0.95,1.97,NA,NA,"Paturau River",1547366.7192429,5495399.88170346,268
"NSI-9","South Island","Tasman Region","Northern South Island",1.13,"05042; 00183; 00122","Marginal Strip - Milnthorpe; Conservation Area - Collingwood Bach; Conservation Area - Beach Road Collingwood",0.07,5.95,54.62,46.27,92.04,"sand distance","grass distance","grass distance",1.32,0.37,0.39,"none","sand distance",27.69,0,0.04,"absent",2.99,0,0.77,1.88,NA,NA,NA,1573515.8029298,5494596.59342178,269
"NSI-10","South Island","Tasman Region","Northern South Island",0.63,NA,NA,NA,NA,38.78,86.94,76.27,"sand distance","grass distance","inland water distance",1.37,0.27,0.38,"low","sand distance",0,0,0,"present",9.78,0,0.19,0.7,NA,NA,NA,1573973.05114201,5491999.6896723,270
"NSI-11","South Island","Tasman Region","Northern South Island",0.46,NA,NA,NA,NA,100,0,43.52,"grass distance","grass distance","grass distance",0.67,0.42,0.75,"none","sand distance",0,55.29,0.07,"absent",17.44,0.12,0.47,0.84,NA,NA,"Paturau River",1542840.42338709,5491750.84005376,271
"NSI-12","South Island","Tasman Region","Northern South Island",0.53,"00069","Onekaka Inlet Recreation Reserve",0,0.56,32.11,38.25,88.08,"sand distance","grass distance","grass distance",1.6,0.39,0.38,"low","sand distance",0,0.04,0,"present",14.79,0,0.53,1.27,NA,NA,NA,1575164.94693396,5489837.35259434,272
"NSI-13","South Island","Tasman Region","Northern South Island",0.73,"00001","North West Nelson Forest Park",0.13,18.41,100,0,55.65,"grass distance","grass distance","grass distance",0.64,0.43,0.71,"none","sand distance",0,53.15,0.1,"absent",9.38,0.03,0.61,1.2,NA,NA,NA,1541236.15269461,5490089.93798119,273
"NSI-14","South Island","Tasman Region","Northern South Island",0.42,NA,NA,NA,NA,100,0,51.48,"grass distance","grass distance","grass distance",0.67,0.52,0.69,"none","slope",0,49.21,5.47,"absent",15.66,0.03,0.42,0.85,NA,NA,NA,1538235.46296296,5487837.87037038,274
"NSI-15","South Island","Tasman Region","Northern South Island",1.03,NA,NA,NA,NA,55.19,29.93,90.65,"grass distance","grass distance","grass distance",1.2,0.49,0.49,"low","slope",52.4,0.04,0,"present",41.64,0,0.91,1.95,NA,NA,NA,1579472.85215543,5485019.452034,275
"NSI-16","South Island","Tasman Region","Northern South Island",1.83,"00079; 06011; 00135","Esplanade Reserve - Rangihaeata; Recreation Reserve; Conservation Area - Rangihaeata Town Sections",0.05,2.62,28.2,64.44,80.33,"sand distance","sand distance","inland water distance",1.62,0.27,0.39,"low","sand distance",99.69,0,0,"present",22.78,0,0.28,1.25,NA,NA,NA,1582394.47278912,5482401.8707483,276
"NSI-17","South Island","Tasman Region","Northern South Island",0.51,NA,NA,NA,NA,66.26,53.35,82.83,"grass distance","grass distance","grass distance",1.02,0.41,0.42,"low","slope",19.37,0.65,0.1,"absent",15.58,0.03,0.54,1.17,NA,NA,NA,1585208.7545676,5480821.23934227,277
"NSI-18","South Island","Tasman Region","Northern South Island",0.94,NA,NA,NA,NA,42.67,55.87,73.6,"sand distance","grass distance","grass distance",1.29,0.42,0.5,"low","slope",83.73,0,0,"present",12.1,0,0.58,2.67,NA,NA,NA,1588558.76666667,5479783.75000001,278
"NSI-19","South Island","Tasman Region","Northern South Island",2.61,"00016; 01324; 00117","Abel Tasman National Park; Abel Tasman Scenic Reserve; Local Purpose Reserve - Cemetery - Awaroa Inlet",2.5,95.58,57.58,50.56,76.42,"sand distance","grass distance","grass distance",1.21,0.4,0.47,"none","slope",15.56,8.03,0,"absent",0.38,0,1.2,3.77,NA,NA,NA,1600739.34405089,5476231.51220771,279
"NSI-20","South Island","Tasman Region","Northern South Island",0.38,"00016; 01324; 00208","Abel Tasman National Park; Abel Tasman Scenic Reserve; Local Purpose Reserve - Landing - Torrent Bay",0.35,92.93,85.71,0.66,99.18,"grass distance","grass distance","grass distance",0.76,0.63,0.57,"none","slope",0,5.86,5.78,"absent",0.12,0.36,0.91,1.43,NA,NA,NA,1603988.1498471,5466754.54892967,280
"NSI-21","South Island","Tasman Region","Northern South Island",1.86,"00016; 01324; 05085; 00853; 00212","Abel Tasman National Park; Abel Tasman Scenic Reserve; Marginal Strip - Toko Ngawa Point; Conservation Area - Otuwhero Inlet; Conservation Area - Marahau Carpark",0.14,7.6,51.98,43.36,91.64,"sand distance","grass distance","grass distance",1.25,0.39,0.43,"low","slope",1.07,0,0,"present",19.57,0,0.98,2.55,NA,NA,NA,1600558.4745052,5460945.62646763,281
"NSI-22","South Island","Marlborough Region","Northern South Island",0.42,NA,NA,NA,NA,40.48,88.01,42.73,"sand distance","grass distance","inland water distance",1.38,0.22,0.55,"none","sand distance",0,9.25,6.64,"present",30.87,0,0.11,0.57,NA,NA,NA,1657089.63643179,5456279.55397301,282
"NSI-23","South Island","Tasman Region","Northern South Island",1.91,"05165; 05056; 00213","Marginal Strip - Riwaka River; Marginal Strip - Motueka River; Conservation Area - Motueka River",0.03,1.77,44.64,61.88,97.48,"sand distance","inland water distance","coast distance",1.12,0.36,0.31,"low","slope",99.05,0,0.26,"present",2.6,0.03,1.11,2.61,NA,NA,NA,1600793.50161551,5453118.94588045,283
"NSI-24","South Island","Tasman Region","Northern South Island",0.78,NA,NA,NA,NA,39.95,78.63,67.3,"sand distance","grass distance","inland water distance",1.32,0.32,0.45,"low","slope",97.21,0.74,0,"absent",36.67,0,0.13,0.4,NA,NA,NA,1602481.78286853,5451221.94223108,284
"NSI-25","South Island","Marlborough Region","Northern South Island",0.57,"00901; 00902","Okiwi Bay & Moncrieff Scenic Reserve; Whangarae Bay Recreation Reserve",0.02,3.17,100,0,12.49,"grass distance","grass distance","grass distance",0.69,0.68,1.05,"low","grass distance",0,0.9,2.57,"absent",0.44,1.44,2.46,3.45,NA,NA,NA,1652269.53804348,5450567.01086957,285
"NSI-26","South Island","Tasman Region","Northern South Island",1.43,"00483; 00874","Motueka Sandspit; Raumanuka Scenic Reserve",0.17,11.97,67.75,12.25,94.18,"grass distance","grass distance","grass distance",1,0.63,0.59,"low","slope",45.56,0,0,"present",3.76,0,0.88,1.64,NA,NA,NA,1602590.15864333,5448301.60284464,286
"NSI-27","South Island","Tasman Region","Northern South Island",1.86,NA,NA,NA,NA,38.6,75.08,89.94,"sand distance","sand distance","coast distance",1.26,0.28,0.32,"low","slope",0,0,0,"present",33.92,0,0.34,0.81,NA,NA,NA,1600705.93516412,5445618.92671433,287
"NSI-28","South Island","Tasman Region","Northern South Island",1,NA,NA,NA,NA,62.33,38.67,100,"grass distance","grass distance","grass distance",0.9,0.54,0.39,"low","slope",0,337.23,149.63,"absent",6.42,0.49,1.32,1.83,NA,NA,NA,1602550.19501762,5444788.79592351,288
"NSI-29","South Island","Tasman Region","Northern South Island",3.18,"05064","Marginal Strip - Moutere Inlet",0.01,0.23,49.22,58.71,95.29,"sand distance","grass distance","grass distance",1.23,0.32,0.36,"low","land cover",0,0,0,"present",39.82,0,0.7,1.54,NA,NA,NA,1603434.58180591,5442145.41047656,289
"NSI-30","South Island","Marlborough Region","Northern South Island",0.43,"01211","Sounds Foreshore Reserve",0.06,13.26,100,0,71.78,"grass distance","grass distance","grass distance",0.7,0.6,0.66,"none","slope",0,0.05,0.04,"absent",3.11,0.03,0.93,1.97,NA,NA,NA,1667077.44883041,5434164.9122807,290
"NSI-31","South Island","Tasman Region","Northern South Island",0.76,NA,NA,NA,NA,28.93,18.11,91.8,"sand distance","grass distance","grass distance",1.45,0.39,0.42,"low","land cover",0,0,0,"absent",32.5,0,0.44,0.93,NA,NA,NA,1608396.98275862,5433918.53448276,291
"NSI-32","South Island","Nelson Region","Northern South Island",1.77,"01307; 00871; 01310; 00873","Boulder Bank Recreation Reserve; Boulder Bank Scenic Reserve; Local Purpose Reserve - Harbour Improvement; Whakapuaka Raupo Swamp",0.54,30.37,71.19,30.22,74.71,"grass distance","grass distance","grass distance",0.97,0.51,0.58,"low","slope",21.38,0.03,0,"absent",2.8,0,0.98,2.68,NA,NA,NA,1626066.07520254,5436730.90436773,292
"NSI-33","South Island","Nelson Region","Northern South Island",0.63,"01311","Local Purpose Reserve - Esplanade - QE II Drive",0.02,3.24,64.68,28.66,84.48,"grass distance","grass distance","grass distance",1.1,0.49,0.51,"low","slope",56.52,0,0.49,"absent",NA,0.1,1.04,2.26,NA,NA,NA,1624782.3857994,5432501.47715988,293
"NSI-34","South Island","Marlborough Region","Northern South Island",0.92,NA,NA,NA,NA,39.52,74.49,92.93,"sand distance","sand distance","coast distance",1.39,0.24,0.31,"none","sand distance",0,0,0.73,"absent",NA,0,0.41,1.03,NA,NA,NA,1663515.79931973,5431013.40136054,294
"NSI-35","South Island","Tasman Region","Northern South Island",0.58,NA,NA,NA,NA,5.71,42.63,98.71,"sand distance","grass distance","grass distance",1.71,0.49,0.36,"none","slope",0,0.1,0,"absent",6.46,0,0.16,0.46,NA,NA,NA,1612928.85338346,5430080.59881848,295
"NSI-36","South Island","Nelson Region","Northern South Island",0.48,NA,NA,NA,NA,20.1,69.59,86.21,"sand distance","grass distance","inland water distance",1.55,0.31,0.34,"low","land cover",0,0,0,"absent",17.32,0,0.2,0.75,NA,NA,NA,1620053.28608247,5430069.13659794,296
"NSI-37","South Island","Marlborough Region","Northern South Island",0.86,"01069; 01211","Mount Cawte Scenic Reserve; Sounds Foreshore Reserve",0.06,7.04,64.88,60.1,72.48,"grass distance","grass distance","grass distance",1,0.38,0.52,"low","slope",0,0,0.08,"present",17.99,0,0.77,2.22,NA,NA,NA,1670174.23835126,5428948.27060932,297
"NSI-38","South Island","Marlborough Region","Northern South Island",6.87,"01320; 02223; 02021; 02013; 02020; 02131; 02174; 02142","Recreation Reserve - Rarangi; Wetland Reserve - Hinepango; Rarangi Recreation Reserve; Whites Bay Recreation Reserve; Esplanade Reserve - Rarangi; Conservation Area - Wairau Diversion Mouth; Conservation Area - Rarangi; Conservation Area - Wairau Diversi",2.15,31.31,27.71,27.7,90.46,"sand distance","grass distance","grass distance",1.29,0.5,0.43,"low","land cover",0,0,0,"present",26.68,0,0.93,5.55,NA,NA,NA,1686364.52390475,5409317.99409047,298
"NSI-39","South Island","Marlborough Region","Northern South Island",0.44,"02130","Wairau Lagoons Wetland Management Reserve",0,0.71,9.34,87.27,93.92,"sand distance","sand distance","inland water distance",1.69,0.21,0.25,"low","slope",0,1.22,0,"absent",11.47,0,0.1,0.28,NA,NA,NA,1687864.40677968,5404196.46892656,299
"NSI-40","South Island","Marlborough Region","Northern South Island",0.44,"02130","Wairau Lagoons Wetland Management Reserve",0,0.22,63.19,64.88,73.91,"grass distance","grass distance","grass distance",0.99,0.42,0.59,"low","slope",0,11.3,0,"absent",NA,0,0.13,0.39,NA,NA,NA,1689288.02891398,5404078.36741891,300
"NSI-41","South Island","Marlborough Region","Northern South Island",1.27,"02130","Wairau Lagoons Wetland Management Reserve",1.22,96.31,1.62,44.83,99.56,"sand distance","sand distance","sand distance",1.35,0.38,0.2,"low","slope",0,2.95,1.44,"absent",0.74,0,0.41,0.85,NA,NA,NA,1688717.66478113,5402091.36128875,301
"NSI-42","South Island","Marlborough Region","Northern South Island",0.39,"02130","Wairau Lagoons Wetland Management Reserve",0.3,77.1,16.13,100,64.7,"sand distance","sand distance","inland water distance",1.79,0.13,0.38,"low","forest distance",0,5.39,0,"absent",12.31,0,0.12,0.32,NA,NA,NA,1694248.00319491,5399805.67092654,302
"NSI-43","South Island","Marlborough Region","Northern South Island",1.58,"02000; 02139","Marfells Beach Recreation Reserve; Conservation Area - Grassmere Beach",0.15,9.27,28.14,69.53,81.45,"sand distance","grass distance","grass distance",1.46,0.32,0.41,"low","land cover",85.12,0,0,"present",38.64,0,0.32,2.12,NA,NA,NA,1698562.90449884,5381318.68587216,303
"NSI-44","South Island","Canterbury Region","Northern South Island",2.15,"02160; 02161","Conservation Area - Blue Slip; Conservation Area - Kekerengu River",0,0.16,100,0,0.84,"grass distance","grass distance","grass distance",0.64,0.64,1.51,"intermediate","inland water distance",23.59,0,0.05,"present",29.16,5.61,11.9,15.92,NA,NA,NA,1682928.13044743,5348321.84776293,304
"NSI-45","South Island","Canterbury Region","Northern South Island",1.02,"02088","Esplanade Reserve",0.06,5.86,100,0,31.38,"grass distance","grass distance","grass distance",0.65,0.56,1.03,"low","grass distance",0,0,1.65,"absent",13.03,0.03,2.48,5.64,NA,NA,NA,1674447.98534799,5329170.84859585,305
"NSI-46","South Island","Canterbury Region","Northern South Island",1.08,"02183; 02168; 02135; 02167; 02199","Conservation Area - Beach Road Hapuku; Conservation Area - Beach Road Hapuku; Conservation Area - Beach Road Hapuku; Conservation Area - Kaikoura; Conservation Area - Coast Kaikoura Township",0.14,13.28,100,0,34.51,"grass distance","grass distance","grass distance",0.61,0.46,1,"intermediate","grass distance",14.21,0.05,0.03,"present",35.04,0.03,1.61,4.04,NA,NA,NA,1657494.96809743,5309794.43155453,306
"NSI-47","South Island","Canterbury Region","Northern South Island",0.69,NA,NA,NA,NA,100,0,3.34,"grass distance","grass distance","grass distance",0.61,0.51,1.28,"low","inland water distance",44.17,0,0.17,"absent",41.17,1.64,3.3,5.55,NA,NA,NA,1651583.48012647,5303137.83875335,307
"NSI-48","South Island","Canterbury Region","Northern South Island",0.79,NA,NA,NA,NA,100,0,52.76,"grass distance","grass distance","grass distance",0.67,0.53,0.79,"intermediate","grass distance",0,0,0.04,"absent",15.85,0.03,1.03,3.9,NA,NA,NA,1638624.94094488,5282308.64173228,308
"SSI-1","South Island","Southland Region","Southern South Island",0.65,"D390001","Conservation Area - Pyke Forest",0.16,25.2,100,0,39.23,"grass distance","grass distance","grass distance",0.61,0.43,0.97,"none","sand distance",0,51.52,52.36,"absent",33.76,0.15,1.76,4.13,NA,NA,NA,1209431.36471972,5081617.76582635,309
"SSI-2","South Island","Southland Region","Southern South Island",2.85,"C430001","Fiordland National Park",0.05,1.74,57.46,46.67,78.89,"grass distance","grass distance","grass distance",1.22,0.36,0.41,"none","sand distance",0,41.08,41.92,"absent",0.65,0,0.37,1.71,NA,NA,NA,1201096.5006454,5074658.23292164,310
"SSI-3","South Island","Southland Region","Southern South Island",0.82,"C430001","Fiordland National Park",0.02,2.24,31.35,0,94.04,"sand distance","grass distance","grass distance",1.6,0.53,0.42,"none","sand distance",0,21.2,21.11,"absent",NA,0.1,0.67,1.96,NA,NA,NA,1182845.72518737,5047902.53836294,311
"SSI-4","South Island","Southland Region","Southern South Island",3.05,"D460019; D460018","Conservation Area - Waiau River Mouth; Conservation Area - Waiau River Mouth",0.05,1.58,91.56,14.94,17.99,"grass distance","grass distance","grass distance",0.75,0.55,0.96,"low","inland water distance",35.16,0.07,0,"absent",19.95,0,3.14,14.21,NA,NA,NA,1181353.30945371,4870999.08836453,312
"SSI-5","South Island","Otago Region","Southern South Island",0.4,NA,NA,NA,NA,100,0,35.38,"grass distance","grass distance","grass distance",0.68,0.52,0.78,"none","sand distance",0,3.05,0.06,"absent",7.31,0.03,0.99,2.5,NA,"Kaka Point",NA,1358562.46068901,4865363.75787092,313
"SSI-6","South Island","Otago Region","Southern South Island",1.48,"H46031","Conservation Area - Clutha River Mouth",0.07,4.52,24.06,25.96,91.88,"sand distance","grass distance","grass distance",1.32,0.43,0.39,"low","land cover",0,1.24,0,"present",36.75,0,0.53,1.07,NA,"Kaka Point",NA,1355469.70871454,4863861.05407541,314
"SSI-7","South Island","Southland Region","Southern South Island",0.98,"D460028; D460144; D460027","Conservation Area - Te Wae Wae Bay; Marginal Strip - Orepuki; Conservation Area - Te Wae Wae Bay",0.06,5.99,100,0,17.1,"grass distance","grass distance","grass distance",0.67,0.6,1.02,"low","grass distance",0,0.13,0,"present",36.13,1.06,2.31,4.54,NA,NA,NA,1193471.11628623,4861748.55082023,315
"SSI-8","South Island","Otago Region","Southern South Island",2.26,"H46029; H46030","Puerua Wildlife Management Reserve; Conservation Area - Puerua Wildlife Reserve",1.39,61.29,34.03,81.86,85.37,"sand distance","sand distance","inland water distance",1.35,0.23,0.34,"low","sand distance",0,0,0,"present",15.23,0,0.4,2.16,NA,"Nugget Point; Kaka Point",NA,1353035.19145389,4861041.13562031,316
"SSI-9","South Island","Southland Region","Southern South Island",0.96,NA,NA,NA,NA,57.5,15.57,96.37,"grass distance","grass distance","grass distance",1.1,0.53,0.46,"low","slope",0,0.21,0,"present",44.97,0.03,0.62,2.08,NA,NA,NA,1219900.73815605,4856156.04329618,317
"SSI-10","South Island","Southland Region","Southern South Island",0.62,NA,NA,NA,NA,49.55,63.59,74.62,"sand distance","grass distance","grass distance",1.24,0.24,0.44,"low","sand distance",0,0,0,"present",46.97,0,0.5,1.48,NA,NA,NA,1217499.89979997,4851410.29573991,318
"SSI-11","South Island","Southland Region","Southern South Island",0.84,NA,NA,NA,NA,100,0,29.48,"grass distance","grass distance","grass distance",0.65,0.62,1.03,"low","inland water distance",39.56,0,0,"present",51.92,1.06,2.62,4.39,NA,NA,NA,1208546.53704186,4853048.81498542,319
"SSI-12","South Island","Southland Region","Southern South Island",0.65,"D460154","Marginal Strip - Ourawera Stream",0,0.12,99.81,0,67.18,"grass distance","grass distance","grass distance",0.66,0.59,0.76,"none","slope",0,0.14,0.03,"present",28.88,0.92,1.48,3.08,NA,NA,NA,1202666.20549476,4851558.77063929,320
"SSI-13","South Island","Otago Region","Southern South Island",1.13,"H46014; H46015; H47022; H47023","Cannibal Bay Marginal Strip; False Islet Recreation Reserve; Surat Bay Scenic Reserve; Conservation Area - Surat Bay",0.14,12.2,59.78,33.76,75.69,"grass distance","inland water distance","inland water distance",1.08,0.44,0.57,"low","inland water distance",0,1.83,0.05,"absent",13.4,0.03,2.07,3.41,NA,"Nugget Point; Purakaunui Bay; Catlins Lake; Cabbage Point; Surat Bay; Kaka Point",NA,1350133.71546634,4847975.71824369,321
"SSI-14","South Island","Southland Region","Southern South Island",6,"E460192; E460193","Marginal Strip - Waimatuku Stream; Marginal Strip - Waimatuku Stream",0.27,4.46,80.81,6,70.66,"grass distance","grass distance","grass distance",0.83,0.52,0.67,"low","slope",29.08,0.1,0,"present",13.55,0.03,0.96,3.16,NA,NA,NA,1231444.07195979,4848915.57536123,322
"SSI-15","South Island","Otago Region","Southern South Island",1.49,"G47146; G47148; G47149","Papatowai Scenic Reserve; Tahakopa Bay Scenic Reserve; Papatowai Recreation Reserve",0.81,54.33,10.05,56.09,91.21,"sand distance","sand distance","inland water distance",1.61,0.36,0.3,"low","slope",0,0,0,"present",4.81,0,0.2,0.64,NA,"Tahakopa Bay",NA,1329232.80137674,4838848.39369842,323
"SSI-16","South Island","Southland Region","Southern South Island",0.58,NA,NA,NA,NA,2.47,72.35,94.96,"sand distance","sand distance","inland water distance",1.71,0.26,0.27,"low","slope",0,1.16,1.66,"absent",21.41,0,0.17,0.54,NA,NA,NA,1275948.40567301,4834625.79051706,324
"SSI-17","South Island","Otago Region","Southern South Island",0.86,"G47136","Tautuku Bay Scenic Reserve",0.2,23.88,47.85,38.16,79.46,"grass distance","grass distance","grass distance",1.19,0.42,0.52,"none","sand distance",0,0.32,0.05,"absent",16.55,0,0.71,2.73,NA,"Tahakopa Bay",NA,1326669.94719117,4833870.29317398,325
"SSI-18","South Island","Southland Region","Southern South Island",8.33,"E470130; E470084; E470108","Conservation Area - Awarua Bay; Conservation Area - Seaward Moss; Marginal Strip - Bluff Harbour",1.13,13.52,27.16,53.94,98.98,"sand distance","sand distance","coast distance",1.29,0.32,0.24,"low","slope",23.09,0,0,"present",10.29,0,0.92,2.62,NA,NA,NA,1245802.82069908,4834072.63512961,326
"SSI-19","South Island","Southland Region","Southern South Island",0.37,NA,NA,NA,NA,48.64,76.95,100,"sand distance","inland water distance","coast distance",0.97,0.37,0.27,"low","slope",0,337.23,149.63,"absent",4.87,0.8,1.26,1.8,NA,NA,NA,1241337.6691994,4831761.61177874,327
